donut number = 2, In-ptr =  1, serial-counter =  1
donut number = 3, In-ptr =  27, serial-counter =  1707
donut number = 0, In-ptr =  4, serial-counter =  1644
donut number = 3, In-ptr =  28, serial-counter =  1708
donut number = 2, In-ptr =  17, serial-counter =  1617
donut number = 2, In-ptr =  18, serial-counter =  1618
donut number = 0, In-ptr =  5, serial-counter =  1645
donut number = 3, In-ptr =  29, serial-counter =  1709
donut number = 0, In-ptr =  6, serial-counter =  1646
donut number = 0, In-ptr =  7, serial-counter =  1647
donut number = 3, In-ptr =  30, serial-counter =  1710
donut number = 3, In-ptr =  31, serial-counter =  1711
donut number = 0, In-ptr =  8, serial-counter =  1648
donut number = 2, In-ptr =  19, serial-counter =  1619
donut number = 3, In-ptr =  32, serial-counter =  1712
donut number = 1, In-ptr =  8, serial-counter =  1688
donut number = 0, In-ptr =  9, serial-counter =  1649
donut number = 3, In-ptr =  33, serial-counter =  1713
donut number = 1, In-ptr =  9, serial-counter =  1689
donut number = 3, In-ptr =  34, serial-counter =  1714
donut number = 3, In-ptr =  35, serial-counter =  1715
donut number = 1, In-ptr =  10, serial-counter =  1690
donut number = 3, In-ptr =  36, serial-counter =  1716
donut number = 3, In-ptr =  37, serial-counter =  1717
donut number = 3, In-ptr =  38, serial-counter =  1718
donut number = 0, In-ptr =  10, serial-counter =  1650
donut number = 1, In-ptr =  11, serial-counter =  1691
donut number = 1, In-ptr =  12, serial-counter =  1692
donut number = 3, In-ptr =  39, serial-counter =  1719
donut number = 2, In-ptr =  20, serial-counter =  1620
donut number = 2, In-ptr =  21, serial-counter =  1621
donut number = 1, In-ptr =  13, serial-counter =  1693
donut number = 2, In-ptr =  22, serial-counter =  1622
donut number = 2, In-ptr =  23, serial-counter =  1623
donut number = 1, In-ptr =  14, serial-counter =  1694
donut number = 2, In-ptr =  24, serial-counter =  1624
donut number = 3, In-ptr =  0, serial-counter =  1720
donut number = 0, In-ptr =  11, serial-counter =  1651
donut number = 1, In-ptr =  15, serial-counter =  1695
donut number = 3, In-ptr =  1, serial-counter =  1721
donut number = 2, In-ptr =  25, serial-counter =  1625
donut number = 1, In-ptr =  16, serial-counter =  1696
donut number = 3, In-ptr =  2, serial-counter =  1722
donut number = 1, In-ptr =  17, serial-counter =  1697
donut number = 0, In-ptr =  12, serial-counter =  1652
donut number = 0, In-ptr =  13, serial-counter =  1653
donut number = 3, In-ptr =  3, serial-counter =  1723
donut number = 2, In-ptr =  26, serial-counter =  1626
donut number = 3, In-ptr =  4, serial-counter =  1724
donut number = 0, In-ptr =  14, serial-counter =  1654
donut number = 2, In-ptr =  27, serial-counter =  1627
donut number = 0, In-ptr =  15, serial-counter =  1655
donut number = 2, In-ptr =  28, serial-counter =  1628
donut number = 2, In-ptr =  29, serial-counter =  1629
donut number = 2, In-ptr =  30, serial-counter =  1630
donut number = 3, In-ptr =  5, serial-counter =  1725
donut number = 1, In-ptr =  18, serial-counter =  1698
donut number = 3, In-ptr =  6, serial-counter =  1726
donut number = 3, In-ptr =  7, serial-counter =  1727
donut number = 1, In-ptr =  19, serial-counter =  1699
donut number = 0, In-ptr =  16, serial-counter =  1656
donut number = 0, In-ptr =  17, serial-counter =  1657
donut number = 3, In-ptr =  8, serial-counter =  1728
donut number = 0, In-ptr =  18, serial-counter =  1658
donut number = 2, In-ptr =  31, serial-counter =  1631
donut number = 2, In-ptr =  32, serial-counter =  1632
donut number = 2, In-ptr =  33, serial-counter =  1633
donut number = 2, In-ptr =  34, serial-counter =  1634
donut number = 0, In-ptr =  19, serial-counter =  1659
donut number = 0, In-ptr =  20, serial-counter =  1660
donut number = 0, In-ptr =  21, serial-counter =  1661
donut number = 0, In-ptr =  22, serial-counter =  1662
donut number = 0, In-ptr =  23, serial-counter =  1663
donut number = 0, In-ptr =  24, serial-counter =  1664
donut number = 3, In-ptr =  9, serial-counter =  1729
donut number = 1, In-ptr =  20, serial-counter =  1700
donut number = 2, In-ptr =  35, serial-counter =  1635
donut number = 2, In-ptr =  36, serial-counter =  1636
donut number = 1, In-ptr =  21, serial-counter =  1701
donut number = 3, In-ptr =  10, serial-counter =  1730
donut number = 2, In-ptr =  37, serial-counter =  1637
donut number = 0, In-ptr =  25, serial-counter =  1665
donut number = 3, In-ptr =  11, serial-counter =  1731
donut number = 0, In-ptr =  26, serial-counter =  1666
donut number = 0, In-ptr =  27, serial-counter =  1667
donut number = 3, In-ptr =  12, serial-counter =  1732
donut number = 1, In-ptr =  22, serial-counter =  1702
donut number = 2, In-ptr =  38, serial-counter =  1638
donut number = 0, In-ptr =  28, serial-counter =  1668
donut number = 3, In-ptr =  13, serial-counter =  1733
donut number = 3, In-ptr =  14, serial-counter =  1734
donut number = 1, In-ptr =  23, serial-counter =  1703
donut number = 0, In-ptr =  29, serial-counter =  1669
donut number = 2, In-ptr =  39, serial-counter =  1639
donut number = 3, In-ptr =  15, serial-counter =  1735
donut number = 3, In-ptr =  16, serial-counter =  1736
donut number = 1, In-ptr =  24, serial-counter =  1704
donut number = 3, In-ptr =  17, serial-counter =  1737
donut number = 1, In-ptr =  25, serial-counter =  1705
donut number = 3, In-ptr =  18, serial-counter =  1738
donut number = 3, In-ptr =  19, serial-counter =  1739
donut number = 3, In-ptr =  20, serial-counter =  1740
donut number = 0, In-ptr =  30, serial-counter =  1670
donut number = 3, In-ptr =  21, serial-counter =  1741
donut number = 2, In-ptr =  0, serial-counter =  1640
donut number = 2, In-ptr =  1, serial-counter =  1641
donut number = 3, In-ptr =  22, serial-counter =  1742
donut number = 3, In-ptr =  23, serial-counter =  1743
donut number = 2, In-ptr =  2, serial-counter =  1642
donut number = 2, In-ptr =  3, serial-counter =  1643
donut number = 1, In-ptr =  26, serial-counter =  1706
donut number = 1, In-ptr =  27, serial-counter =  1707
donut number = 2, In-ptr =  4, serial-counter =  1644
donut number = 0, In-ptr =  31, serial-counter =  1671
donut number = 1, In-ptr =  28, serial-counter =  1708
donut number = 2, In-ptr =  5, serial-counter =  1645
donut number = 1, In-ptr =  29, serial-counter =  1709
donut number = 0, In-ptr =  32, serial-counter =  1672
donut number = 3, In-ptr =  24, serial-counter =  1744
donut number = 1, In-ptr =  30, serial-counter =  1710
donut number = 1, In-ptr =  31, serial-counter =  1711
donut number = 0, In-ptr =  33, serial-counter =  1673
donut number = 0, In-ptr =  34, serial-counter =  1674
donut number = 1, In-ptr =  32, serial-counter =  1712
donut number = 1, In-ptr =  33, serial-counter =  1713
donut number = 2, In-ptr =  6, serial-counter =  1646
donut number = 1, In-ptr =  34, serial-counter =  1714
donut number = 2, In-ptr =  7, serial-counter =  1647
donut number = 3, In-ptr =  25, serial-counter =  1745
donut number = 3, In-ptr =  26, serial-counter =  1746
donut number = 3, In-ptr =  27, serial-counter =  1747
donut number = 0, In-ptr =  35, serial-counter =  1675
donut number = 3, In-ptr =  28, serial-counter =  1748
donut number = 3, In-ptr =  29, serial-counter =  1749
donut number = 1, In-ptr =  35, serial-counter =  1715
donut number = 2, In-ptr =  8, serial-counter =  1648
donut number = 3, In-ptr =  30, serial-counter =  1750
donut number = 2, In-ptr =  9, serial-counter =  1649
donut number = 3, In-ptr =  31, serial-counter =  1751
donut number = 2, In-ptr =  10, serial-counter =  1650
donut number = 1, In-ptr =  36, serial-counter =  1716
donut number = 2, In-ptr =  11, serial-counter =  1651
donut number = 0, In-ptr =  36, serial-counter =  1676
donut number = 2, In-ptr =  12, serial-counter =  1652
donut number = 2, In-ptr =  13, serial-counter =  1653
donut number = 0, In-ptr =  37, serial-counter =  1677
donut number = 1, In-ptr =  37, serial-counter =  1717
donut number = 0, In-ptr =  38, serial-counter =  1678
donut number = 1, In-ptr =  38, serial-counter =  1718
donut number = 1, In-ptr =  39, serial-counter =  1719
donut number = 1, In-ptr =  0, serial-counter =  1720
donut number = 3, In-ptr =  32, serial-counter =  1752
donut number = 0, In-ptr =  39, serial-counter =  1679
donut number = 1, In-ptr =  1, serial-counter =  1721
donut number = 0, In-ptr =  0, serial-counter =  1680
donut number = 1, In-ptr =  2, serial-counter =  1722
donut number = 2, In-ptr =  14, serial-counter =  1654
donut number = 3, In-ptr =  33, serial-counter =  1753
donut number = 2, In-ptr =  15, serial-counter =  1655
donut number = 1, In-ptr =  3, serial-counter =  1723
donut number = 3, In-ptr =  34, serial-counter =  1754
donut number = 3, In-ptr =  35, serial-counter =  1755
donut number = 0, In-ptr =  1, serial-counter =  1681
donut number = 2, In-ptr =  16, serial-counter =  1656
donut number = 1, In-ptr =  4, serial-counter =  1724
donut number = 2, In-ptr =  17, serial-counter =  1657
donut number = 0, In-ptr =  2, serial-counter =  1682
donut number = 3, In-ptr =  36, serial-counter =  1756
donut number = 0, In-ptr =  3, serial-counter =  1683
donut number = 1, In-ptr =  5, serial-counter =  1725
donut number = 3, In-ptr =  37, serial-counter =  1757
donut number = 3, In-ptr =  38, serial-counter =  1758
donut number = 1, In-ptr =  6, serial-counter =  1726
donut number = 1, In-ptr =  7, serial-counter =  1727
donut number = 1, In-ptr =  8, serial-counter =  1728
donut number = 1, In-ptr =  9, serial-counter =  1729
donut number = 3, In-ptr =  39, serial-counter =  1759
donut number = 3, In-ptr =  0, serial-counter =  1760
donut number = 1, In-ptr =  10, serial-counter =  1730
donut number = 0, In-ptr =  4, serial-counter =  1684
donut number = 0, In-ptr =  5, serial-counter =  1685
donut number = 2, In-ptr =  18, serial-counter =  1658
donut number = 2, In-ptr =  19, serial-counter =  1659
donut number = 0, In-ptr =  6, serial-counter =  1686
donut number = 0, In-ptr =  7, serial-counter =  1687
donut number = 2, In-ptr =  20, serial-counter =  1660
donut number = 1, In-ptr =  11, serial-counter =  1731
donut number = 0, In-ptr =  8, serial-counter =  1688
donut number = 0, In-ptr =  9, serial-counter =  1689
donut number = 0, In-ptr =  10, serial-counter =  1690
donut number = 0, In-ptr =  11, serial-counter =  1691
donut number = 1, In-ptr =  12, serial-counter =  1732
donut number = 2, In-ptr =  21, serial-counter =  1661
donut number = 2, In-ptr =  22, serial-counter =  1662
donut number = 0, In-ptr =  12, serial-counter =  1692
donut number = 1, In-ptr =  13, serial-counter =  1733
donut number = 3, In-ptr =  1, serial-counter =  1761
donut number = 2, In-ptr =  23, serial-counter =  1663
donut number = 1, In-ptr =  14, serial-counter =  1734
donut number = 2, In-ptr =  24, serial-counter =  1664
donut number = 1, In-ptr =  15, serial-counter =  1735
donut number = 2, In-ptr =  25, serial-counter =  1665
donut number = 3, In-ptr =  2, serial-counter =  1762
donut number = 2, In-ptr =  26, serial-counter =  1666
donut number = 0, In-ptr =  13, serial-counter =  1693
donut number = 2, In-ptr =  27, serial-counter =  1667
donut number = 1, In-ptr =  16, serial-counter =  1736
donut number = 2, In-ptr =  28, serial-counter =  1668
donut number = 1, In-ptr =  17, serial-counter =  1737
donut number = 1, In-ptr =  18, serial-counter =  1738
donut number = 1, In-ptr =  19, serial-counter =  1739
donut number = 3, In-ptr =  3, serial-counter =  1763
donut number = 3, In-ptr =  4, serial-counter =  1764
donut number = 3, In-ptr =  5, serial-counter =  1765
donut number = 2, In-ptr =  29, serial-counter =  1669
donut number = 1, In-ptr =  20, serial-counter =  1740
donut number = 2, In-ptr =  30, serial-counter =  1670
donut number = 0, In-ptr =  14, serial-counter =  1694
donut number = 0, In-ptr =  15, serial-counter =  1695
donut number = 0, In-ptr =  16, serial-counter =  1696
donut number = 1, In-ptr =  21, serial-counter =  1741
donut number = 3, In-ptr =  6, serial-counter =  1766
donut number = 3, In-ptr =  7, serial-counter =  1767
donut number = 1, In-ptr =  22, serial-counter =  1742
donut number = 3, In-ptr =  8, serial-counter =  1768
donut number = 2, In-ptr =  31, serial-counter =  1671
donut number = 3, In-ptr =  9, serial-counter =  1769
donut number = 1, In-ptr =  23, serial-counter =  1743
donut number = 2, In-ptr =  32, serial-counter =  1672
donut number = 1, In-ptr =  24, serial-counter =  1744
donut number = 2, In-ptr =  33, serial-counter =  1673
donut number = 2, In-ptr =  34, serial-counter =  1674
donut number = 1, In-ptr =  25, serial-counter =  1745
donut number = 2, In-ptr =  35, serial-counter =  1675
donut number = 3, In-ptr =  10, serial-counter =  1770
donut number = 2, In-ptr =  36, serial-counter =  1676
donut number = 1, In-ptr =  26, serial-counter =  1746
donut number = 3, In-ptr =  11, serial-counter =  1771
donut number = 3, In-ptr =  12, serial-counter =  1772
donut number = 2, In-ptr =  37, serial-counter =  1677
donut number = 3, In-ptr =  13, serial-counter =  1773
donut number = 3, In-ptr =  14, serial-counter =  1774
donut number = 3, In-ptr =  15, serial-counter =  1775
donut number = 1, In-ptr =  27, serial-counter =  1747
donut number = 0, In-ptr =  17, serial-counter =  1697
donut number = 0, In-ptr =  18, serial-counter =  1698
donut number = 2, In-ptr =  38, serial-counter =  1678
donut number = 1, In-ptr =  28, serial-counter =  1748
donut number = 2, In-ptr =  39, serial-counter =  1679
donut number = 3, In-ptr =  16, serial-counter =  1776
donut number = 1, In-ptr =  29, serial-counter =  1749
donut number = 3, In-ptr =  17, serial-counter =  1777
donut number = 3, In-ptr =  18, serial-counter =  1778
donut number = 3, In-ptr =  19, serial-counter =  1779
donut number = 2, In-ptr =  0, serial-counter =  1680
donut number = 1, In-ptr =  30, serial-counter =  1750
donut number = 3, In-ptr =  20, serial-counter =  1780
donut number = 3, In-ptr =  21, serial-counter =  1781
donut number = 1, In-ptr =  31, serial-counter =  1751
donut number = 2, In-ptr =  1, serial-counter =  1681
donut number = 3, In-ptr =  22, serial-counter =  1782
donut number = 2, In-ptr =  2, serial-counter =  1682
donut number = 1, In-ptr =  32, serial-counter =  1752
donut number = 3, In-ptr =  23, serial-counter =  1783
donut number = 1, In-ptr =  33, serial-counter =  1753
donut number = 0, In-ptr =  19, serial-counter =  1699
donut number = 3, In-ptr =  24, serial-counter =  1784
donut number = 1, In-ptr =  34, serial-counter =  1754
donut number = 0, In-ptr =  20, serial-counter =  1700
donut number = 3, In-ptr =  25, serial-counter =  1785
donut number = 0, In-ptr =  21, serial-counter =  1701
donut number = 0, In-ptr =  22, serial-counter =  1702
donut number = 2, In-ptr =  3, serial-counter =  1683
donut number = 1, In-ptr =  35, serial-counter =  1755
donut number = 2, In-ptr =  4, serial-counter =  1684
donut number = 1, In-ptr =  36, serial-counter =  1756
donut number = 1, In-ptr =  37, serial-counter =  1757
donut number = 1, In-ptr =  38, serial-counter =  1758
donut number = 2, In-ptr =  5, serial-counter =  1685
donut number = 0, In-ptr =  23, serial-counter =  1703
donut number = 3, In-ptr =  26, serial-counter =  1786
donut number = 2, In-ptr =  6, serial-counter =  1686
donut number = 1, In-ptr =  39, serial-counter =  1759
donut number = 1, In-ptr =  0, serial-counter =  1760
donut number = 0, In-ptr =  24, serial-counter =  1704
donut number = 3, In-ptr =  27, serial-counter =  1787
